# Generated with ADRIA.jl v0.15.1 on 2026-07-09_12_05_02_898
component,fieldname,val,ptype,dist,dist_params,default_dist_params,direction,lower_bound,upper_bound,is_constant,name,description
Coral,mb_rate_scale_cb_group_9_corymbose_Acropora,0.405114,continuous,Distributions.Uniform,"(0.36, 0.45)","(0.36, 0.45)",,0.36,0.45,false,Mb Rate Scale Cb Group 9 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 9 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_10_corymbose_Acropora,1.13255,continuous,Distributions.Uniform,"(1.02, 1.25)","(1.02, 1.25)",,1.02,1.25,false,Linear Extension Scale Cb Group 10 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 10 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_10_corymbose_Acropora,-0.241912,continuous,Distributions.Uniform,"(-0.27, -0.22)","(-0.27, -0.22)",,-0.27,-0.22,false,Mb Rate Scale Cb Group 10 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 10 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_11_corymbose_Acropora,1.14274,continuous,Distributions.Uniform,"(1.03, 1.26)","(1.03, 1.26)",,1.03,1.26,false,Linear Extension Scale Cb Group 11 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 11 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_11_corymbose_Acropora,-0.198515,continuous,Distributions.Uniform,"(-0.22, -0.18)","(-0.22, -0.18)",,-0.22,-0.18,false,Mb Rate Scale Cb Group 11 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 11 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_12_corymbose_Acropora,1.06435,continuous,Distributions.Uniform,"(0.96, 1.17)","(0.96, 1.17)",,0.96,1.17,false,Linear Extension Scale Cb Group 12 Corymbose Acropora,Scale factor to be applied to linear extensions of cb_calib_group 12 and functional group corymbose_Acropora
Coral,mb_rate_scale_cb_group_12_corymbose_Acropora,0.233474,continuous,Distributions.Uniform,"(0.21, 0.26)","(0.21, 0.26)",,0.21,0.26,false,Mb Rate Scale Cb Group 12 Corymbose Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 12 and functional group corymbose_Acropora
Coral,linear_extension_scale_cb_group_1_corymbose_non_Acropora,1.38788,continuous,Distributions.Uniform,"(1.25, 1.53)","(1.25, 1.53)",,1.25,1.53,false,Linear Extension Scale Cb Group 1 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 1 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_1_corymbose_non_Acropora,-0.264616,continuous,Distributions.Uniform,"(-0.29, -0.24)","(-0.29, -0.24)",,-0.29,-0.24,false,Mb Rate Scale Cb Group 1 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 1 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_2_corymbose_non_Acropora,1.4012,continuous,Distributions.Uniform,"(1.26, 1.54)","(1.26, 1.54)",,1.26,1.54,false,Linear Extension Scale Cb Group 2 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 2 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_2_corymbose_non_Acropora,0.973657,continuous,Distributions.Uniform,"(0.88, 1.07)","(0.88, 1.07)",,0.88,1.07,false,Mb Rate Scale Cb Group 2 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 2 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_3_corymbose_non_Acropora,1.40572,continuous,Distributions.Uniform,"(1.27, 1.55)","(1.27, 1.55)",,1.27,1.55,false,Linear Extension Scale Cb Group 3 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 3 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_3_corymbose_non_Acropora,-0.0846454,continuous,Distributions.Uniform,"(-0.09, -0.08)","(-0.09, -0.08)",,-0.09,-0.08,false,Mb Rate Scale Cb Group 3 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 3 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_4_corymbose_non_Acropora,0.702632,continuous,Distributions.Uniform,"(0.63, 0.77)","(0.63, 0.77)",,0.63,0.77,false,Linear Extension Scale Cb Group 4 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 4 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_4_corymbose_non_Acropora,-0.622472,continuous,Distributions.Uniform,"(-0.68, -0.56)","(-0.68, -0.56)",,-0.68,-0.56,false,Mb Rate Scale Cb Group 4 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 4 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_5_corymbose_non_Acropora,0.764635,continuous,Distributions.Uniform,"(0.69, 0.84)","(0.69, 0.84)",,0.69,0.84,false,Linear Extension Scale Cb Group 5 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 5 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_5_corymbose_non_Acropora,-0.280372,continuous,Distributions.Uniform,"(-0.31, -0.25)","(-0.31, -0.25)",,-0.31,-0.25,false,Mb Rate Scale Cb Group 5 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 5 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_6_corymbose_non_Acropora,0.82063,continuous,Distributions.Uniform,"(0.74, 0.9)","(0.74, 0.9)",,0.74,0.9,false,Linear Extension Scale Cb Group 6 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 6 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_6_corymbose_non_Acropora,0.659781,continuous,Distributions.Uniform,"(0.59, 0.73)","(0.59, 0.73)",,0.59,0.73,false,Mb Rate Scale Cb Group 6 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 6 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_7_corymbose_non_Acropora,0.951614,continuous,Distributions.Uniform,"(0.86, 1.05)","(0.86, 1.05)",,0.86,1.05,false,Linear Extension Scale Cb Group 7 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 7 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_7_corymbose_non_Acropora,0.440735,continuous,Distributions.Uniform,"(0.4, 0.48)","(0.4, 0.48)",,0.4,0.48,false,Mb Rate Scale Cb Group 7 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 7 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_8_corymbose_non_Acropora,0.728251,continuous,Distributions.Uniform,"(0.66, 0.8)","(0.66, 0.8)",,0.66,0.8,false,Linear Extension Scale Cb Group 8 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 8 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_8_corymbose_non_Acropora,-0.809034,continuous,Distributions.Uniform,"(-0.89, -0.73)","(-0.89, -0.73)",,-0.89,-0.73,false,Mb Rate Scale Cb Group 8 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 8 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_9_corymbose_non_Acropora,0.949598,continuous,Distributions.Uniform,"(0.85, 1.04)","(0.85, 1.04)",,0.85,1.04,false,Linear Extension Scale Cb Group 9 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 9 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_9_corymbose_non_Acropora,-0.800206,continuous,Distributions.Uniform,"(-0.88, -0.72)","(-0.88, -0.72)",,-0.88,-0.72,false,Mb Rate Scale Cb Group 9 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 9 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_10_corymbose_non_Acropora,1.03868,continuous,Distributions.Uniform,"(0.93, 1.14)","(0.93, 1.14)",,0.93,1.14,false,Linear Extension Scale Cb Group 10 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 10 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_10_corymbose_non_Acropora,-0.0415746,continuous,Distributions.Uniform,"(-0.05, -0.04)","(-0.05, -0.04)",,-0.05,-0.04,false,Mb Rate Scale Cb Group 10 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 10 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_11_corymbose_non_Acropora,1.05603,continuous,Distributions.Uniform,"(0.95, 1.16)","(0.95, 1.16)",,0.95,1.16,false,Linear Extension Scale Cb Group 11 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 11 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_11_corymbose_non_Acropora,0.489644,continuous,Distributions.Uniform,"(0.44, 0.54)","(0.44, 0.54)",,0.44,0.54,false,Mb Rate Scale Cb Group 11 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 11 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_12_corymbose_non_Acropora,1.12285,continuous,Distributions.Uniform,"(1.01, 1.24)","(1.01, 1.24)",,1.01,1.24,false,Linear Extension Scale Cb Group 12 Corymbose Non Acropora,Scale factor to be applied to linear extensions of cb_calib_group 12 and functional group corymbose_non_Acropora
Coral,mb_rate_scale_cb_group_12_corymbose_non_Acropora,0.876568,continuous,Distributions.Uniform,"(0.79, 0.96)","(0.79, 0.96)",,0.79,0.96,false,Mb Rate Scale Cb Group 12 Corymbose Non Acropora,Scale factor to be applied to mortality base rates of cb_calib_group 12 and functional group corymbose_non_Acropora
Coral,linear_extension_scale_cb_group_1_small_massives,0.757405,continuous,Distributions.Uniform,"(0.68, 0.83)","(0.68, 0.83)",,0.68,0.83,false,Linear Extension Scale Cb Group 1 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 1 and functional group small_massives
Coral,mb_rate_scale_cb_group_1_small_massives,-0.814235,continuous,Distributions.Uniform,"(-0.9, -0.73)","(-0.9, -0.73)",,-0.9,-0.73,false,Mb Rate Scale Cb Group 1 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 1 and functional group small_massives
Coral,linear_extension_scale_cb_group_2_small_massives,1.16121,continuous,Distributions.Uniform,"(1.05, 1.28)","(1.05, 1.28)",,1.05,1.28,false,Linear Extension Scale Cb Group 2 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 2 and functional group small_massives
Coral,mb_rate_scale_cb_group_2_small_massives,-0.395024,continuous,Distributions.Uniform,"(-0.43, -0.36)","(-0.43, -0.36)",,-0.43,-0.36,false,Mb Rate Scale Cb Group 2 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 2 and functional group small_massives
Coral,linear_extension_scale_cb_group_3_small_massives,1.19449,continuous,Distributions.Uniform,"(1.08, 1.31)","(1.08, 1.31)",,1.08,1.31,false,Linear Extension Scale Cb Group 3 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 3 and functional group small_massives
Coral,mb_rate_scale_cb_group_3_small_massives,0.915013,continuous,Distributions.Uniform,"(0.82, 1.01)","(0.82, 1.01)",,0.82,1.01,false,Mb Rate Scale Cb Group 3 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 3 and functional group small_massives
Coral,linear_extension_scale_cb_group_4_small_massives,0.739176,continuous,Distributions.Uniform,"(0.67, 0.81)","(0.67, 0.81)",,0.67,0.81,false,Linear Extension Scale Cb Group 4 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 4 and functional group small_massives
Coral,mb_rate_scale_cb_group_4_small_massives,-0.119188,continuous,Distributions.Uniform,"(-0.13, -0.11)","(-0.13, -0.11)",,-0.13,-0.11,false,Mb Rate Scale Cb Group 4 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 4 and functional group small_massives
Coral,linear_extension_scale_cb_group_5_small_massives,0.871387,continuous,Distributions.Uniform,"(0.78, 0.96)","(0.78, 0.96)",,0.78,0.96,false,Linear Extension Scale Cb Group 5 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 5 and functional group small_massives
Coral,mb_rate_scale_cb_group_5_small_massives,-0.817617,continuous,Distributions.Uniform,"(-0.9, -0.74)","(-0.9, -0.74)",,-0.9,-0.74,false,Mb Rate Scale Cb Group 5 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 5 and functional group small_massives
Coral,linear_extension_scale_cb_group_6_small_massives,1.23361,continuous,Distributions.Uniform,"(1.11, 1.36)","(1.11, 1.36)",,1.11,1.36,false,Linear Extension Scale Cb Group 6 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 6 and functional group small_massives
Coral,mb_rate_scale_cb_group_6_small_massives,0.244052,continuous,Distributions.Uniform,"(0.22, 0.27)","(0.22, 0.27)",,0.22,0.27,false,Mb Rate Scale Cb Group 6 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 6 and functional group small_massives
Coral,linear_extension_scale_cb_group_7_small_massives,1.49762,continuous,Distributions.Uniform,"(1.35, 1.65)","(1.35, 1.65)",,1.35,1.65,false,Linear Extension Scale Cb Group 7 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 7 and functional group small_massives
Coral,mb_rate_scale_cb_group_7_small_massives,0.934592,continuous,Distributions.Uniform,"(0.84, 1.03)","(0.84, 1.03)",,0.84,1.03,false,Mb Rate Scale Cb Group 7 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 7 and functional group small_massives
Coral,linear_extension_scale_cb_group_8_small_massives,1.0755,continuous,Distributions.Uniform,"(0.97, 1.18)","(0.97, 1.18)",,0.97,1.18,false,Linear Extension Scale Cb Group 8 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 8 and functional group small_massives
Coral,mb_rate_scale_cb_group_8_small_massives,0.978878,continuous,Distributions.Uniform,"(0.88, 1.08)","(0.88, 1.08)",,0.88,1.08,false,Mb Rate Scale Cb Group 8 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 8 and functional group small_massives
Coral,linear_extension_scale_cb_group_9_small_massives,1.02776,continuous,Distributions.Uniform,"(0.92, 1.13)","(0.92, 1.13)",,0.92,1.13,false,Linear Extension Scale Cb Group 9 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 9 and functional group small_massives
Coral,mb_rate_scale_cb_group_9_small_massives,-0.616667,continuous,Distributions.Uniform,"(-0.68, -0.56)","(-0.68, -0.56)",,-0.68,-0.56,false,Mb Rate Scale Cb Group 9 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 9 and functional group small_massives
Coral,linear_extension_scale_cb_group_10_small_massives,0.73994,continuous,Distributions.Uniform,"(0.67, 0.81)","(0.67, 0.81)",,0.67,0.81,false,Linear Extension Scale Cb Group 10 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 10 and functional group small_massives
Coral,mb_rate_scale_cb_group_10_small_massives,-0.59078,continuous,Distributions.Uniform,"(-0.65, -0.53)","(-0.65, -0.53)",,-0.65,-0.53,false,Mb Rate Scale Cb Group 10 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 10 and functional group small_massives
Coral,linear_extension_scale_cb_group_11_small_massives,1.03886,continuous,Distributions.Uniform,"(0.93, 1.14)","(0.93, 1.14)",,0.93,1.14,false,Linear Extension Scale Cb Group 11 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 11 and functional group small_massives
Coral,mb_rate_scale_cb_group_11_small_massives,0.215869,continuous,Distributions.Uniform,"(0.19, 0.24)","(0.19, 0.24)",,0.19,0.24,false,Mb Rate Scale Cb Group 11 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 11 and functional group small_massives
Coral,linear_extension_scale_cb_group_12_small_massives,1.21785,continuous,Distributions.Uniform,"(1.1, 1.34)","(1.1, 1.34)",,1.1,1.34,false,Linear Extension Scale Cb Group 12 Small Massives,Scale factor to be applied to linear extensions of cb_calib_group 12 and functional group small_massives
Coral,mb_rate_scale_cb_group_12_small_massives,0.336434,continuous,Distributions.Uniform,"(0.3, 0.37)","(0.3, 0.37)",,0.3,0.37,false,Mb Rate Scale Cb Group 12 Small Massives,Scale factor to be applied to mortality base rates of cb_calib_group 12 and functional group small_massives
Coral,linear_extension_scale_cb_group_1_large_massives,0.714787,continuous,Distributions.Uniform,"(0.64, 0.79)","(0.64, 0.79)",,0.64,0.79,false,Linear Extension Scale Cb Group 1 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 1 and functional group large_massives
Coral,mb_rate_scale_cb_group_1_large_massives,-0.965108,continuous,Distributions.Uniform,"(-1.06, -0.87)","(-1.06, -0.87)",,-1.06,-0.87,false,Mb Rate Scale Cb Group 1 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 1 and functional group large_massives
Coral,linear_extension_scale_cb_group_2_large_massives,1.26304,continuous,Distributions.Uniform,"(1.14, 1.39)","(1.14, 1.39)",,1.14,1.39,false,Linear Extension Scale Cb Group 2 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 2 and functional group large_massives
Coral,mb_rate_scale_cb_group_2_large_massives,-0.0261854,continuous,Distributions.Uniform,"(-0.03, -0.02)","(-0.03, -0.02)",,-0.03,-0.02,false,Mb Rate Scale Cb Group 2 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 2 and functional group large_massives
Coral,linear_extension_scale_cb_group_3_large_massives,0.98837,continuous,Distributions.Uniform,"(0.89, 1.09)","(0.89, 1.09)",,0.89,1.09,false,Linear Extension Scale Cb Group 3 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 3 and functional group large_massives
Coral,mb_rate_scale_cb_group_3_large_massives,0.474846,continuous,Distributions.Uniform,"(0.43, 0.52)","(0.43, 0.52)",,0.43,0.52,false,Mb Rate Scale Cb Group 3 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 3 and functional group large_massives
Coral,linear_extension_scale_cb_group_4_large_massives,1.44196,continuous,Distributions.Uniform,"(1.3, 1.59)","(1.3, 1.59)",,1.3,1.59,false,Linear Extension Scale Cb Group 4 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 4 and functional group large_massives
Coral,mb_rate_scale_cb_group_4_large_massives,0.688,continuous,Distributions.Uniform,"(0.62, 0.76)","(0.62, 0.76)",,0.62,0.76,false,Mb Rate Scale Cb Group 4 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 4 and functional group large_massives
Coral,linear_extension_scale_cb_group_5_large_massives,1.1571,continuous,Distributions.Uniform,"(1.04, 1.27)","(1.04, 1.27)",,1.04,1.27,false,Linear Extension Scale Cb Group 5 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 5 and functional group large_massives
Coral,mb_rate_scale_cb_group_5_large_massives,0.239802,continuous,Distributions.Uniform,"(0.22, 0.26)","(0.22, 0.26)",,0.22,0.26,false,Mb Rate Scale Cb Group 5 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 5 and functional group large_massives
Coral,linear_extension_scale_cb_group_6_large_massives,0.714038,continuous,Distributions.Uniform,"(0.64, 0.79)","(0.64, 0.79)",,0.64,0.79,false,Linear Extension Scale Cb Group 6 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 6 and functional group large_massives
Coral,mb_rate_scale_cb_group_6_large_massives,-0.402938,continuous,Distributions.Uniform,"(-0.44, -0.36)","(-0.44, -0.36)",,-0.44,-0.36,false,Mb Rate Scale Cb Group 6 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 6 and functional group large_massives
Coral,linear_extension_scale_cb_group_7_large_massives,0.789416,continuous,Distributions.Uniform,"(0.71, 0.87)","(0.71, 0.87)",,0.71,0.87,false,Linear Extension Scale Cb Group 7 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 7 and functional group large_massives
Coral,mb_rate_scale_cb_group_7_large_massives,-0.521073,continuous,Distributions.Uniform,"(-0.57, -0.47)","(-0.57, -0.47)",,-0.57,-0.47,false,Mb Rate Scale Cb Group 7 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 7 and functional group large_massives
Coral,linear_extension_scale_cb_group_8_large_massives,1.48924,continuous,Distributions.Uniform,"(1.34, 1.64)","(1.34, 1.64)",,1.34,1.64,false,Linear Extension Scale Cb Group 8 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 8 and functional group large_massives
Coral,mb_rate_scale_cb_group_8_large_massives,0.0838699,continuous,Distributions.Uniform,"(0.08, 0.09)","(0.08, 0.09)",,0.08,0.09,false,Mb Rate Scale Cb Group 8 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 8 and functional group large_massives
Coral,linear_extension_scale_cb_group_9_large_massives,0.854136,continuous,Distributions.Uniform,"(0.77, 0.94)","(0.77, 0.94)",,0.77,0.94,false,Linear Extension Scale Cb Group 9 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 9 and functional group large_massives
Coral,mb_rate_scale_cb_group_9_large_massives,0.367821,continuous,Distributions.Uniform,"(0.33, 0.4)","(0.33, 0.4)",,0.33,0.4,false,Mb Rate Scale Cb Group 9 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 9 and functional group large_massives
Coral,linear_extension_scale_cb_group_10_large_massives,0.709678,continuous,Distributions.Uniform,"(0.64, 0.78)","(0.64, 0.78)",,0.64,0.78,false,Linear Extension Scale Cb Group 10 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 10 and functional group large_massives
Coral,mb_rate_scale_cb_group_10_large_massives,0.180813,continuous,Distributions.Uniform,"(0.16, 0.2)","(0.16, 0.2)",,0.16,0.2,false,Mb Rate Scale Cb Group 10 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 10 and functional group large_massives
Coral,linear_extension_scale_cb_group_11_large_massives,1.18619,continuous,Distributions.Uniform,"(1.07, 1.3)","(1.07, 1.3)",,1.07,1.3,false,Linear Extension Scale Cb Group 11 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 11 and functional group large_massives
Coral,mb_rate_scale_cb_group_11_large_massives,-0.465029,continuous,Distributions.Uniform,"(-0.51, -0.42)","(-0.51, -0.42)",,-0.51,-0.42,false,Mb Rate Scale Cb Group 11 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 11 and functional group large_massives
Coral,linear_extension_scale_cb_group_12_large_massives,1.20667,continuous,Distributions.Uniform,"(1.09, 1.33)","(1.09, 1.33)",,1.09,1.33,false,Linear Extension Scale Cb Group 12 Large Massives,Scale factor to be applied to linear extensions of cb_calib_group 12 and functional group large_massives
Coral,mb_rate_scale_cb_group_12_large_massives,0.935718,continuous,Distributions.Uniform,"(0.84, 1.03)","(0.84, 1.03)",,0.84,1.03,false,Mb Rate Scale Cb Group 12 Large Massives,Scale factor to be applied to mortality base rates of cb_calib_group 12 and functional group large_massives
GrowthAcceleration,growth_acceleration_cb_group_1_steepness,-19.68522515680423,continuous,Distributions.Uniform,"(-21.653747672484652, -17.716702641123806)","(-21.653747672484652, -17.716702641123806)",,-21.653747672484652,-17.716702641123806,false,Growth Acceleration Cb Group 1 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_2_steepness,-17.591136914659057,continuous,Distributions.Uniform,"(-19.350250606124963, -15.83202322319315)","(-19.350250606124963, -15.83202322319315)",,-19.350250606124963,-15.83202322319315,false,Growth Acceleration Cb Group 2 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_3_steepness,-16.32686454604817,continuous,Distributions.Uniform,"(-17.959551000652986, -14.694178091443353)","(-17.959551000652986, -14.694178091443353)",,-17.959551000652986,-14.694178091443353,false,Growth Acceleration Cb Group 3 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_4_steepness,-15.256465203867311,continuous,Distributions.Uniform,"(-16.782111724254044, -13.73081868348058)","(-16.782111724254044, -13.73081868348058)",,-16.782111724254044,-13.73081868348058,false,Growth Acceleration Cb Group 4 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_5_steepness,-16.66598105955471,continuous,Distributions.Uniform,"(-18.332579165510182, -14.99938295359924)","(-18.332579165510182, -14.99938295359924)",,-18.332579165510182,-14.99938295359924,false,Growth Acceleration Cb Group 5 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_6_steepness,-17.21205286917644,continuous,Distributions.Uniform,"(-18.933258156094084, -15.490847582258795)","(-18.933258156094084, -15.490847582258795)",,-18.933258156094084,-15.490847582258795,false,Growth Acceleration Cb Group 6 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_7_steepness,-16.084803868416564,continuous,Distributions.Uniform,"(-17.69328425525822, -14.476323481574909)","(-17.69328425525822, -14.476323481574909)",,-17.69328425525822,-14.476323481574909,false,Growth Acceleration Cb Group 7 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_8_steepness,-18.384910375942535,continuous,Distributions.Uniform,"(-20.223401413536788, -16.546419338348283)","(-20.223401413536788, -16.546419338348283)",,-20.223401413536788,-16.546419338348283,false,Growth Acceleration Cb Group 8 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_9_steepness,-17.374491746067957,continuous,Distributions.Uniform,"(-19.11194092067475, -15.63704257146116)","(-19.11194092067475, -15.63704257146116)",,-19.11194092067475,-15.63704257146116,false,Growth Acceleration Cb Group 9 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_10_steepness,-17.325375928477968,continuous,Distributions.Uniform,"(-19.057913521325766, -15.592838335630171)","(-19.057913521325766, -15.592838335630171)",,-19.057913521325766,-15.592838335630171,false,Growth Acceleration Cb Group 10 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_11_steepness,-17.359188938307504,continuous,Distributions.Uniform,"(-19.095107832138254, -15.623270044476754)","(-19.095107832138254, -15.623270044476754)",,-19.095107832138254,-15.623270044476754,false,Growth Acceleration Cb Group 11 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_12_steepness,-17.706302907144558,continuous,Distributions.Uniform,"(-19.47693319785901, -15.935672616430102)","(-19.47693319785901, -15.935672616430102)",,-19.47693319785901,-15.935672616430102,false,Growth Acceleration Cb Group 12 Steepness,
GrowthAcceleration,growth_acceleration_cb_group_1_midpoint,0.24980484137954678,continuous,Distributions.Uniform,"(0.2248243572415921, 0.27478532551750146)","(0.2248243572415921, 0.27478532551750146)",,0.2248243572415921,0.27478532551750146,false,Growth Acceleration Cb Group 1 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_2_midpoint,0.19230264057930244,continuous,Distributions.Uniform,"(0.1730723765213722, 0.21153290463723268)","(0.1730723765213722, 0.21153290463723268)",,0.1730723765213722,0.21153290463723268,false,Growth Acceleration Cb Group 2 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_3_midpoint,0.1460734416151903,continuous,Distributions.Uniform,"(0.13146609745367127, 0.16068078577670936)","(0.13146609745367127, 0.16068078577670936)",,0.13146609745367127,0.16068078577670936,false,Growth Acceleration Cb Group 3 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_4_midpoint,0.2108835165769789,continuous,Distributions.Uniform,"(0.189795164919281, 0.2319718682346768)","(0.189795164919281, 0.2319718682346768)",,0.189795164919281,0.2319718682346768,false,Growth Acceleration Cb Group 4 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_5_midpoint,0.28737704128742997,continuous,Distributions.Uniform,"(0.258639337158687, 0.31611474541617296)","(0.258639337158687, 0.31611474541617296)",,0.258639337158687,0.31611474541617296,false,Growth Acceleration Cb Group 5 Midpoint,
